iter	Logloss
529	0.6448976004
530	0.6448294318
531	0.6447503527
532	0.6446830961
533	0.6446217335
534	0.644543827
535	0.6444719074
536	0.6444015755
537	0.6443142248
538	0.6442425417
539	0.6441597533
540	0.6440764496
541	0.6440114642
542	0.6439275898
543	0.6438653658
544	0.6437881186
545	0.6437308136
546	0.6436636063
547	0.643599592
548	0.6435261504
549	0.6434609774
550	0.643367039
551	0.6433089976
552	0.6432409153
553	0.6431661498
554	0.6431067362
555	0.6430479405
556	0.6429649956
557	0.6428972775
558	0.6428247377
559	0.642752359
560	0.6426907309
561	0.6426266829
562	0.6425506412
563	0.6424575525
564	0.642393139
565	0.6423152474
566	0.642251019
567	0.6421687506
568	0.6421107667
569	0.6420217852
570	0.64196199
571	0.6418960608
572	0.641827685
573	0.6417624528
574	0.6417006533
575	0.6416253662
576	0.6415584208
577	0.6414729881
578	0.6414014645
579	0.641346196
580	0.6412716211
581	0.6412058209
582	0.6411430677
583	0.6410730261
584	0.6410057352
585	0.6409550042
586	0.6408790598
587	0.6408136447
588	0.6407514382
589	0.6406737722
590	0.6406031208
591	0.6405362247
592	0.6404626878
593	0.6403977722
594	0.6403340133
595	0.6402745974
596	0.6402168617
597	0.6401405578
598	0.6400674658
599	0.6400035146
600	0.6399387911
601	0.6398806516
602	0.6398163724
603	0.6397532997
604	0.6396833462
605	0.6396205275
606	0.6395453524
607	0.6394866263
608	0.6394177272
609	0.6393354266
610	0.6392603725
611	0.6391922946
612	0.6391139205
613	0.6390508516
614	0.6390002995
615	0.6389416634
616	0.6388651252
617	0.6387925985
618	0.6387079681
619	0.6386436824
620	0.6385775228
621	0.638504183
622	0.6384407839
623	0.6383795674
624	0.6383222434
625	0.6382604534
626	0.6382022387
627	0.6381409969
628	0.6380645538
629	0.6380081714
630	0.6379401662
631	0.6378762655
632	0.6377943536
633	0.6377298448
634	0.6376742921
635	0.6376049997
636	0.6375369705
637	0.6374563136
638	0.6373810043
639	0.6372996591
640	0.6372531366
641	0.6371824575
642	0.6371195128
643	0.6370565924
644	0.6369777815
645	0.6369081056
646	0.6368420872
647	0.6367740876
648	0.6367043001
649	0.6366428089
650	0.6365884811
651	0.6365194556
652	0.6364356293
653	0.6363795523
654	0.6363056505
655	0.6362413336
656	0.6361853365
657	0.6361196505
658	0.6360411061
659	0.6359662457
660	0.6359096521
661	0.635834912
662	0.63575614
663	0.6356809544
664	0.6355877691
665	0.6355255864
666	0.6354533005
667	0.6353878904
668	0.6353299647
669	0.6352649652
670	0.6351978453
671	0.6351330469
672	0.6350522454
673	0.6349950477
674	0.6349281852
675	0.6348671836
676	0.6348047862
677	0.6347296318
678	0.6346634607
679	0.6346025409
680	0.6345281584
681	0.6344683148
682	0.634401234
683	0.6343362703
684	0.634277235
685	0.6342168508
686	0.634163481
687	0.6340963528
688	0.6340219933
689	0.6339504427
690	0.6338731115
691	0.6338203366
692	0.63375427
693	0.6337028345
694	0.6336421322
695	0.6335865427
696	0.6335150683
697	0.6334464736
698	0.633386377
699	0.6333316257
700	0.6332788649
701	0.6332068329
702	0.633126066
703	0.6330704265
704	0.6330229256
705	0.6329658131
706	0.632907353
707	0.6328433796
708	0.6327763115
709	0.6326996485
710	0.6326217704
711	0.6325564075
712	0.6324991015
713	0.6324475939
714	0.6323762186
715	0.6323226905
716	0.6322651269
717	0.6322026347
718	0.6321403195
719	0.6320714152
720	0.6320165696
721	0.631964425
722	0.6319049983
723	0.6318200027
724	0.6317359347
725	0.6316793722
726	0.6316138526
727	0.6315522556
728	0.6314782016
729	0.6314172997
730	0.6313520852
731	0.6312831324
732	0.6312206249
733	0.6311572077
734	0.6310918309
735	0.6310348699
736	0.6309671605
737	0.630892603
738	0.6308342956
739	0.6307648925
740	0.6306949796
741	0.6306140193
742	0.6305534532
743	0.6304576312
744	0.6303917718
745	0.6303301687
746	0.6302590204
747	0.6302060813
748	0.6301379532
749	0.6300820335
750	0.6300203557
751	0.629955245
752	0.6298987908
753	0.629845568
754	0.6297805745
755	0.6297127086
756	0.6296391421
757	0.6295670151
758	0.6295069166
759	0.6294653246
760	0.6294091283
761	0.6293361444
762	0.629272963
763	0.6292094703
764	0.6291567035
765	0.6291053866
766	0.6290362617
767	0.6289471259
768	0.6288815102
769	0.6288112441
770	0.6287466983
771	0.6286765541
772	0.6285959911
773	0.6285419124
774	0.6284845465
775	0.6284244429
776	0.6283605034
777	0.6282930115
778	0.6282306908
779	0.6281512799
780	0.6280913507
781	0.6280205517
782	0.627972567
783	0.6279091947
784	0.6278417381
785	0.6277765166
786	0.6277175638
787	0.6276545786
788	0.6275733681
789	0.6275184307
790	0.6274425276
791	0.627367542
792	0.6273006058
793	0.6272451654
794	0.6271879324
795	0.627125789
796	0.6270373674
797	0.6269840525
798	0.6269248256
799	0.6268417954
800	0.6267768491
801	0.6267270365
802	0.6266698809
803	0.6266085045
804	0.6265400427
805	0.6264785041
806	0.6264222929
807	0.6263604767
808	0.6262983788
809	0.6262412162
810	0.6261850394
811	0.6261162898
812	0.6260388742
813	0.6259635571
814	0.6259005207
815	0.6258500863
816	0.6257780742
817	0.6257085104
818	0.6256298076
819	0.625573761
820	0.6255185249
821	0.6254606828
822	0.6253972532
823	0.6253545894
824	0.6252899633
825	0.6252034785
826	0.6251238234
827	0.6250574107
828	0.6249997658
829	0.6249381672
830	0.6248689733
831	0.6248028643
832	0.6247491062
833	0.6246828479
834	0.6246107289
835	0.6245381815
836	0.6244707835
837	0.6244074462
838	0.6243395841
839	0.6242817042
840	0.624230725
841	0.6241821733
842	0.6241291145
843	0.6240589913
844	0.6240068461
845	0.6239449168
846	0.6238832358
847	0.6238171069
848	0.6237538101
849	0.6236927945
850	0.6236265242
851	0.6235625807
852	0.6234979579
853	0.6234270224
854	0.6233497113
855	0.6232907666
856	0.6232390978
857	0.6231708542
858	0.6231023022
859	0.6230396943
860	0.6229823815
861	0.6229220623
862	0.6228552983
863	0.6227720219
864	0.6227081622
865	0.6226346759
866	0.6225733182
867	0.6225076685
868	0.6224600683
869	0.622405914
870	0.6223468957
871	0.6222881532
872	0.622226253
873	0.6221651615
874	0.6221112264
875	0.622060086
876	0.6220017539
877	0.6219435182
878	0.6218725696
879	0.6218076151
880	0.6217512928
881	0.621662006
882	0.6215930501
883	0.621544342
884	0.621486556
885	0.6214168352
886	0.6213672177
887	0.6213181788
888	0.6212551679
889	0.6211920334
890	0.6211285876
891	0.6210617962
892	0.6210161745
893	0.6209555286
894	0.620888057
895	0.620812856
896	0.6207532548
897	0.6206930465
898	0.6206157529
899	0.6205743159
900	0.6205182868
901	0.620465121
902	0.6204077298
903	0.6203466051
904	0.6202723392
905	0.6202059131
906	0.6201219555
907	0.6200537699
908	0.6200059556
909	0.6199389785
910	0.619885239
911	0.619830493
912	0.6197831447
913	0.6197215117
914	0.619674791
915	0.6196105461
916	0.6195482269
917	0.619494351
918	0.6194286564
919	0.6193602188
920	0.6192914288
921	0.6192384709
922	0.6191658918
923	0.6191071197
924	0.6190563385
925	0.618980367
926	0.6189278247
927	0.6188499216
928	0.6187922699
929	0.6187366289
930	0.618690807
931	0.6186314552
932	0.618566876
933	0.6184861384
934	0.6184189691
935	0.618361445
936	0.6183023705
937	0.6182359962
938	0.618149579
939	0.6180868876
940	0.6180092222
941	0.6179397829
942	0.6178582829
943	0.6178073375
944	0.6177452563
945	0.6176770074
946	0.6175976053
947	0.6175378955
948	0.6174718498
949	0.6174028732
950	0.6173500446
951	0.6172943748
952	0.6172351475
953	0.6171754162
954	0.6171161365
955	0.6170646396
956	0.617007369
957	0.6169331811
958	0.6168871149
959	0.6168294348
960	0.616750117
961	0.616697454
962	0.6166248647
963	0.6165662548
964	0.6164972042
965	0.6164324647
966	0.6163600012
967	0.616282364
968	0.6162077324
969	0.6161470787
970	0.6160926893
971	0.6160400925
972	0.6159805318
973	0.6159226892
974	0.615866344
975	0.615806973
976	0.615748075
977	0.6156866888
978	0.6156288731
979	0.6155743113
980	0.6155043879
981	0.6154406211
982	0.6153684566
983	0.6153023198
984	0.6152427571
985	0.6151932615
986	0.615130301
987	0.6150757559
988	0.61501487
989	0.6149482257
990	0.6148875325
991	0.6148098246
992	0.6147644211
993	0.6147055614
994	0.6146356901
995	0.6145944556
996	0.6145422996
997	0.6144781867
998	0.6144332112
999	0.6143735983
